"WAAS Subset Event Id","Local Event Date","Aircraft","Aircraft Operator","Event Location","Crew Fatalities","Crew Injured","Crew Aboard","PAX Fatalities","PAX Injuries","PAX Aboard"
"J2011001","09-JAN-11","BOEING 727-200 ADV.
","IRAN AIR","NR. ORUMIYEH, IR","9","1","10","69","26","95"
"J2011015","04-APR-11","CANADAIR RJ 100
","AIRZENA - GEORGIAN AIRWAYS","N'DJILI INTL. AP.,  KINSHASA, CD","4","0","4","28","1","29"
"J2011038","08-JUL-11","BOEING 727-100
","HEWA BORA AIRWAYS","BANGOKA INTL. AP.,  KISANGANI, CD","4","0","6","79","0","112"
"J2011045","20-AUG-11","BOEING 737-200 ADV.
","FIRST AIR","NR. RESOLUTE BAY,  NUNAVUT, CA","4","0","4","8","3","11"
"J2012014","20-APR-12","BOEING 737-200 ADV.
","BHOJA AIR","HUSSAIN ABAD, NR. ISLAMABAD, PK","6","0","6","121","0","121"
"J20120195","25-DEC-12","FOKKER 100
","AIR BAGAN","HEHO, MM","0","2","6","1","7","65"
"J2012025","03-JUN-12","DOUGLAS MD-83
","DANA AIR","LAGOS, NG","6","0","6","147","0","147"
"J20130001","29-JAN-13","CANADAIR RJ 200LR
","SCAT","ALMATY INTL. AP.,  ALMATY, KZ","5","0","5","16","0","16"
"J20130030","06-JUL-13","BOEING 777-200ER
","ASIANA AIRLINES","SAN FRANCISCO INTL. AP.,  SAN FRANCISCO,  CALIFORNIA, US","0","6","16","3","41","291"
"J20130055","17-NOV-13","BOEING 737-500
","TATARSTAN AIR","KAZAN AP.,  KAZAN, RU","6","0","6","44","0","44"
"J20130058","29-NOV-13","EMBRAER 190 AR
","LINHAS AEREAS DE MOCAMBIQUE","BWABWATA NATIONAL PARK, 200KM E OF  RUNDU, NA","6","0","6","27","0","27"
"J20140018","08-MAR-14","BOEING 777-200ER
","MALAYSIA AIRLINES","MISSING,  SOUTHERN INDIAN OCEAN, 00","12","0","12","227","0","227"
"J20140054","24-JUN-14","AIRBUS A310-320
","PAKISTAN INTERNATIONAL AIRLINES","PESHAWAR AP.,  PESHAWAR, PK","0","1","12","1","0","178"
"J20140061","17-JUL-14","BOEING 777-200ER
","MALAYSIA AIRLINES","NR. HRABOVE, 80KM ENE OF  DONETSK, UA","15","0","15","283","0","283"
"J20140069","24-JUL-14","DOUGLAS MD-83
","AIR ALGERIE","SE OF  GOSSI, ML","6","0","6","110","0","110"
"J20140107","28-DEC-14","AIRBUS A320-210
","INDONESIA AIRASIA","KARIMATA STRAIT, OFF PULAU BELITUNG, ID","6","0","6","156","0","156"
"J20150010","24-MAR-15","AIRBUS A320-210
","GERMANWINGS","NR. PRADS-HAUTE-BLEONE,  ALPES-DE-HAUTE PROVENCE, FR","6","0","6","144","0","144"
"J20150058","31-OCT-15","AIRBUS A321-230
","METROJET","SINAI DESERT, 113KM S OF  AL-ARISH, EG","7","0","7","217","0","217"
"J20160003","02-FEB-16","AIRBUS A321-110
","DAALLO AIRLINES","NR. MOGADISHU, SO","0","0","7","1","1","74"
"J20160014","19-MAR-16","BOEING 737-800
","FLYDUBAI","ROSTOV-ON-DON AP.,  ROSTOV-ON-DON,  ROSTOV OBLAST, RU","7","0","7","55","0","55"
"J20160029","19-MAY-16","AIRBUS A320-230
","EGYPTAIR","IN MEDITERRANEAN SEA, 283KMM N OF  ALEXANDRIA, EG","7","0","7","59","0","59"
"S1990001","13-JAN-90","TUPOLEV TU-134A
","AEROFLOT - PRIVOLZHSKOYE DIRECTORATE","NR. PERVOURALSK,  RUSSIA, SU","4","1","6","23","30","65"
"S1990002","23-MAR-90","ANTONOV AN-26
","CUBANA","ANTONIO MACEO AP.,  SANTIAGO DE CUBA, CU","0","0","5","4","17","41"
"S1990006","01-AUG-90","YAKOVLEV YAK-40
","AEROFLOT - AZERBAIJAN DIRECTORATE","NR. AGDAM,  AZERBAIJAN, SU","4","0","4","26","0","26"
"S1990007","24-OCT-90","YAKOVLEV YAK-40
","CUBANA","PUNTA JARDINEIRO AREA, NR. SANTIAGO DE CUBA, CU","2","3","7","11","7","24"
"S1990008","13-SEP-90","YAKOVLEV YAK-42
","AEROFLOT - SVERDLOVSK DIRECTORATE?","KOLTSOVO AP.,  SVERDLOVSK,  RUSSIA, SU","1","4","5","3","27","124"
"S19900134","12-JUL-90","PBN BN-2A 
ISLANDER","EAGLE AIR SERVICE","UNION ISLAND AP.,  CLIFTON,  UNION ISLAND, VC","1","0","1","1","0","1"
"S19900196","05-JUL-90","PBN BN-2B 
ISLANDER","DOUGLAS AIRWAYS","NR. PORT MORESBY, PG","1","0","1","7","0","11"
"S1990034","26-JAN-90","ANTONOV AN-24RV
","MONGOLIAN AIRLINES","NR. ULIASTAI,  ZAVKHAN, MN","5","0","5","25","0","25"
"S1990052","28-FEB-90","PIPER PA-31T 
CHEYENNE II","AERO SAN MARTIN","TOCACHE, PE","1","0","1","1","0","1"
"S1990062","11-SEP-90","CESSNA 441 
CONQUEST II","NUNA AIR A/S","148KM SW OF  SONDRE STROMFJORD, GL","2","0","2","6","0","6"
"S1990070","22-NOV-90","BEECH 200 KING AIR
","GSW CHARTERFLUG GMBH","MT. KELLER JOCH, NR. INNSBRUCK, AT","2","0","2","1","0","1"
"S1991004","23-MAR-91","ANTONOV AN-24B
","AEROFLOT - UZBEK DIRECTORATE?","NAVOI AP.,  NAVOI,  UZBEKISTAN, SU","4","0","4","30","29","59"
"S1991005","23-MAY-91","TUPOLEV TU-154B
","AEROFLOT - LENINGRAD DIRECTORATE","PULKOVO AP.,  LENINGRAD,  RUSSIA, SU","0","1","7","13","38","174"
"S1991006","07-NOV-91","YAKOVLEV YAK-40
","AEROFLOT","NR. MAKHACHKALA,  RUSSIA, SU","4","0","4","47","0","47"
"S1991011","26-NOV-91","ANTONOV AN-24
","AEROFLOT","BUGULMA,  RUSSIA, SU","4","0","4","37","0","37"
"S19910173","06-AUG-91","PBN BN-2A 
ISLANDER","AVALKI AIR","IN SEA OFF RAROTONGA, CK","1","0","2","5","0","8"
"S19910174","20-AUG-91","PBN BN-2A 
ISLANDER","TEMSCO HELICOPTERS INC.","NR. KETCHEKAN,  ALASKA, US","1","0","1","3","0","3"
"S19910175","03-SEP-91","PBN BN-2A 
ISLANDER","DIRGANTARA AIR SERVICE","SAMPIT,  KALIMANTAN, ID","2","0","2","1","7","8"
"S19910176","25-OCT-91","PBN BN-2A-III 
TRISLANDER","BALI INTERNATIONAL AIR SERVICE","(MISSING), ID","1","0","1","16","0","16"
"S19910182","25-JUL-91","PBN BN-2A 
ISLANDER","VANAIR","NR. NOGOUGOU,  ESPIRITU SANTO, VU","1","0","1","8","0","8"
"S19910190","05-MAY-91","CESSNA 404 
TITAN","NILE SAFARIS AVIATION","NR. AWEIL, SD","1","0","1","7","0","7"
"S1991044","11-OCT-91","BEECH A90 KING AIR
","AERO CONDOR SA","RIO ALTO MADRE DE DIOS, NR. MANU,  MADRE DE DIOS, PE","1","0","1","3","0","3"
"S1991060","27-OCT-91","COMMANDER 690C
","TAE-TRANSPORTES AEREO EJECTIVO","MISSING, EC","1","0","1","6","0","6"
"S1992006","14-NOV-92","YAKOVLEV YAK-40
","VIETNAM AIRLINES","NR. NHA TRANG, VN","6","0","6","24","1","25"
"S1992010","31-JUL-92","YAKOVLEV YAK-42
","CHINA GENERAL AVIATION","NAN JING AP.,  NAN JING,  JIANGSU, CN","9","1","10","98","18","116"
"S1992011","15-NOV-92","ILYUSHIN IL-18
","AEROCARIBBEAN","LOMA DE ISABEL DE TORRES, NR. PUERTO PLATA, DO","6","0","6","28","0","28"
"S19920155","15-DEC-92","PBN BN-2A 
ISLANDER","MILNE BAY AIR","NR. ALOTAU,  MILNE BAY, PG","1","0","1","5","0","5"
"S19920171","09-DEC-92","PBN BN-2B 
ISLANDER","AERO SUD PACIFICO","URUAPAN,  MICHOACAN, MX","1","0","1","8","0","8"
"S1992019","27-AUG-92","TUPOLEV TU-134A
","AEROFLOT - CENTRAL REGIONS DIRECTORATE","IVANOVO, RU","7","0","7","77","0","77"
"S1992020","19-OCT-92","ANTONOV (WSK-PZL MIELEC) AN-28
8","SYKTYVKAR AVIA","UST-NEM AP.,  UST-NEM,  RUSSIA, RU","2","0","2","13","1","14"
"S19920220","10-APR-92","PBN BN-2A 
ISLANDER","TAIWAN AIRLINES","IN SEA OFF ORCHID ISLAND, TW","1","0","2","6","0","8"
"S1992031","04-APR-92","LET 410UVP TURBOLET
","AEROFLOT","NR. BAYKOVO,  KURIL ISLANDS, RU","0","1","2","1","9","10"
"S1992064","31-OCT-92","PIPER PA-42 
CHEYENNE III","ALPINE AVIATION","GRAND JUNCTION,  COLORADO, US","1","0","1","2","0","2"
"S1993006","17-JUN-93","ANTONOV AN-26
","TAJIK AIR","NR. CHOPORTI, 42KM FROM  TBILISI, GE","5","0","5","28","0","28"
"S1993008","23-APR-93","ANTONOV AN-26
","MIAT","HANGAYN NURUU MTS., NR. HUNGAY, MN","6","0","6","34","0","34"
"S1993010","08-FEB-93","TUPOLEV TU-154M
","IRAN AIR TOURS","NR. KARAJ, NR. TEHRAN, IR","13","0","13","119","0","119"
"S1993012","26-AUG-93","LET 410UVP TURBOLET
","SAKHALIN AIRLINES - SAT","ALDAN AP.,  ALDAN,  YAKUTIA, RU","2","0","2","22","0","22"
"S1993013","27-AUG-93","YAKOVLEV YAK-40
","TAJIK AIR","KHOROG AP.,  KHOROG, TJ","5","0","5","77","4","81"
"S1993015","21-SEP-93","TUPOLEV TU-134A
","TRANSAIR GEORGIA","NR. SUKHUMI, GE","5","0","5","22","0","22"
"S1993016","22-SEP-93","TUPOLEV TU-154B
","TRANSAIR GEORGIA","BABUSHERI AP., SUKHUMI, GE","8","0","12","100","0","120"
"S19930232","09-JUN-93","PBN BN-2A 
ISLANDER","SOUTH WEST AIR","GULGUBIP, PG","0","0","1","9","1","10"
"S19930233","13-OCT-93","PBN BN-2A 
ISLANDER","ISLAND AIRWAYS PTY LTD.","NR. BANK,  SIMBAI VALLEY, PG","2","0","2","2","0","2"
"S19930234","03-DEC-93","PBN BN-2A 
ISLANDER","ARCTIC WINGS AND ROTORS LTD","NR. TUKTOYAKTUK,  NORTHWEST TERRITORIES, CA","1","0","1","6","0","6"
"S1993027","20-NOV-93","YAKOVLEV YAK-42
","AVIOIMPEX MAKEDONIJA AIRWAYS","MT. TROJANI, NR. OHRID, MK","8","0","8","108","0","108"
"S1993037","13-DEC-93","HARBIN Y-12-II
","LAO AVIATION","NR. PHONESAVAN,  XIENG KHOUANG, LA","2","0","2","16","0","16"
"S1993090","07-FEB-93","BEECH 100 KING AIR
","TAXI AEREO FLORIANOPOLIS LTDA","IGUACU, BR","2","0","2","4","0","4"
"S1993091","18-MAR-93","BEECH E90 KING AIR
","AERO TAXI IQUITOS","NR. OTUZCO,  JULCA, PE","1","0","1","3","0","3"
"S1993108","19-MAR-93","BEECH 200 KING AIR
","WEST AVIATION","NR. GEILO, NO","2","0","2","1","3","8"
"S1993121","24-JUN-93","PILATUS PC6B2 
TURBO PORTER","SATENA","TARAIRA, CO","2","0","2","1","0","1"
"S1994001","03-JAN-94","TUPOLEV TU-154M
","BAIKALAVIA","MAMONA, 15KM FROM  IRKUTSK, RU","9","0","9","115","0","115"
"S1994003","25-FEB-94","YAKOVLEV YAK-40
","EXPRESSO AEREO","CERRO CARPICH, NR. TINGO MARIA,  HUANUCO, PE","5","0","5","26","0","26"
"S1994010","06-JUN-94","TUPOLEV TU-154M
","CHINA NORTHWEST AIRLINES","NR. MINGDU, 30KM SE OF  XIAN, CN","14","0","14","146","0","146"
"S19940194","25-APR-94","PBN BN-2A 
ISLANDER","SMAC","NR. NANGA PINOH,  WEST KALIMANTAN, ID","1","0","1","9","1","10"
"S19940196","23-MAY-94","PBN BN-2B 
ISLANDER","ARALL COLOMBIA LTDA","NR. LOMA LINDA,  MELA, CO","1","1","2","3","6","9"
"S19940197","17-JUL-94","PBN BN-2B 
ISLANDER","TIA HOLDINGS LTD","LES PITONS DU CABBET, NR. FORT DE FRANCE, MQ","1","0","1","5","0","5"
"S19940198","22-NOV-94","PBN BN-2A 
ISLANDER","SOUTHWEST AIR PTY","54KM ESE OF  TABUBIL, PG","1","0","1","6","0","6"
"S1994032","26-SEP-94","YAKOVLEV YAK-40
","CHEREMSHANKA AIRLINES","CHAMBA RIVER, 41KM NNW OF  VANAVARA, RU","4","0","4","24","0","24"
"S1994037","27-OCT-94","YAKOVLEV YAK-40
","DONAVIA","MAKHACHKALA AP.,  MAKHACHKALA,  DAGESTAN, RU","0","0","5","1","0","22"
"S1994044","05-NOV-94","YAKOVLEV YAK-40
","SERVICIOS AEREOS AMAZONICAS","SAPOSOA RIVER,  SAPOSOA,  SAN MARTIN PROVINCE, PE","1","0","4","5","0","26"
"S1994058","29-APR-94","CESSNA 208 
CARAVAN","LINEAS AEREAS DE LOS LIBERTADORES","TIERRA MORADA, NR. BOGOTA, CO","1","0","1","7","1","8"
"S1994078","24-JAN-94","CESSNA 425 
CORSAIR","AERO WEST","LAKE CONSTANCE, NR. RORSCHACH, CH","1","0","1","4","0","4"
"S1994085","15-SEP-94","COMMANDER 680T
","JIMENEZ ALFONSO MEJIA","MISSING, CO","2","0","2","4","0","4"
"S1994088","02-OCT-94","COMMANDER 690B
","SEAVIEW AIR","175KM ENE OF  WILLIAMS,  NEW SOUTH WALES, AU","1","0","1","8","0","8"
"S1994096","19-OCT-94","BEECH C90A KING AIR
","MONO MAX AVIATION","SAINT FLORENT AP.,  SAUMUR, FR","1","0","1","6","0","6"
"S1995003","20-JAN-95","LET 410UVP TURBOLET
","ABAKAN AVIA","KRASNOYARSK AP.,  KRASNOYARSK, RU","2","0","2","1","11","17"
"S19950129","22-DEC-95","PBN BN-2A 
ISLANDER","ISLAND AIRWAYS PTY LTD.","BAGASIN, PG","1","0","1","1","0","11"
"S1995015","24-JUN-95","TUPOLEV TU-134A
","HARKA AIR","MURTALA MUHAMMED AP.,  LAGOS, NG","0","0","6","16","0","74"
"S19950164","25-JUL-95","PBN BN-2A 
ISLANDER","TRANSNIUGINI AIRLINES PTY. LTD.","NR. KARAMUI,  CHIMBU, PG","1","0","1","1","0","1"
"S1995024","21-SEP-95","ANTONOV AN-24RV
","MIAT","CHOHO GOELOGLOH UUL, NR. MORON, MN","6","0","6","35","1","36"
"S1995029","05-DEC-95","TUPOLEV TU-134
","AZERBAIJAN AIRLINES","NR. NAHICEVAN, AZ","2","4","6","50","24","76"
"S1995030","07-DEC-95","TUPOLEV TU-154B
","FAR EAST AVIATION CORPORATION","DZHAUS MOUNTAIN, 100KM NW OF  SOVETSKAYA GAVAN, RU","8","0","8","90","0","90"
"S1995031","13-DEC-95","ANTONOV AN-24B
","BANAT AIR TRANSPORT","CALURI, NR. VERONA, IT","8","0","8","41","0","41"
"S1995052","31-OCT-95","CESSNA 208B 
GRAND CARAVAN","TACSA - TRANSPORTES AEREOS DE COAHILA","NR. PIEDRAS NEGRAS,  COAHILA, MX","1","0","1","8","2","10"
"S1995066","27-SEP-95","DHC-3 TURBO OTTER
","WESTERN STRAITS AIR (GYNN BAY LOGGING LTD DBA)","NR. CAMPBELL RIVER,  BRITISH COLUMBIA, CA","1","0","1","7","2","9"
"S1995078","28-JAN-95","BEECH 200 KING AIR
","AVIACAO LIGEIRA","NR. CAFUNFO, AO","0","2","2","2","2","4"
"S1995079","21-OCT-95","BEECH 200 KING AIR
","BALMORAL AIR SERVICE","NR. MARUNGA, ZA","2","0","2","3","0","3"
"S1995125","11-SEP-95","ANTONOV AN-26
","ARIANA AFGHAN AIRLINES","JALALABAD AP.,  JALALABAD, AF","0","0","7","3","0","44"
"S1996008","03-MAY-96","ANTONOV AN-24RV
","FEDERAL AIRLINES","SHIGLA,  HAJ YOUSIF, SD","6","0","6","47","0","47"
"S1996013","11-JUL-96","LET 410UVP TURBOLET
","ARCHANA AIRWAYS","NR. KANDA, 25KM FROM  KULU, IN","3","0","3","6","0","6"
"S1996016","29-AUG-96","TUPOLEV TU-154M
","VNUKOVO AIRLINES","MT. OPERAFJELLET, NR. LONGYEARBYEN,  SPITZBERGEN, NO","11","0","11","130","0","130"
"S1996019","26-OCT-96","YAKOVLEV YAK-40K
","TYUMENAVIATRANS","KHANTY-MANSIYSK AP.,  KHANTY-MANSIYSK, RU","3","0","4","2","6","30"
"S19960190","08-JAN-96","PBN BN-2A 
ISLANDER","MUSTIQUE AIRWAYS LTD.","30KM SW OF  BRIDGETOWN, BB","0","0","1","1","0","9"
"S19960193","11-MAY-96","PBN BN-2A 
ISLANDER","MILNE BAY AIR","NR. OUMBA, PG","0","1","1","1","1","9"
"S19960207","21-JUN-96","HARBIN Y-12-II
","CHINA FLYING DRAGON GENERAL AVIATION CO","NR. CHANGHAI,  SHANDONG, CN","1","0","3","1","2","9"
"S1996044","12-MAY-96","BEECH 300LW KING AIR
","AIRLINK LUFTVERKEHRS","NR. ST. OSWALD, AT","2","0","2","2","0","2"
"S1996052","29-JAN-96","CESSNA 208 
CARAVAN","SOUNDSAIR LTD","MT. ROBERTSON, NR. BLENHEIM, NZ","0","1","1","5","0","5"
"S1996055","18-AUG-96","DHC-3 TURBO OTTER
","HARBOUR AIR","34KM S OF  ALLIFORD BAY,  BRITISH COLUMBIA, CA","1","0","1","2","0","2"
"S1996056","15-JAN-96","PIPER PA-31T 
CHEYENNE II","SERVICIOS AEREOS AQP SA","MT. CHACHANI, NR. AREQUIPA, PE","2","0","2","3","0","3"
"S1996099","11-AUG-96","MCKINNON G21G 
TURBO GOOSE","PENAIR","VOLCANO BAY AREA, 33KM SW OF  DUTCH HARBOR,  ALASKA, US","1","0","1","1","0","1"
"S1996127","15-JAN-96","MITSUBISHI MU-2B-36A
","PRO AIR SERVICES","NR. MALAD CITY,  IDAHO, US","2","0","2","6","0","6"
"S1997005","18-MAR-97","ANTONOV AN-24RV
","STAVROPOL AVIATION","NR. CHERKESSK, RU","6","0","6","44","0","44"
"S1997012","10-JUN-97","HARBIN Y-12-II
","MONGOLIAN AIRLINES","MANDALGOBI AP.,  MANDALGOBI, MN","0","0","2","7","3","10"
"S1997014","11-JUL-97","ANTONOV AN-24RV
","CUBANA","IN SEA, OFF SANTIAGO DE CUBA, CU","5","0","5","39","0","39"
"S1997015","03-SEP-97","TUPOLEV TU-134
","VIETNAM AIRLINES","POCHENTONG AP.,  PHNOM PENH, KH","6","0","6","59","1","60"
"S19970150","31-DEC-97","PBN BN-2A 
ISLANDER","PARSA SA","NR. SAN BLAS, PA","1","0","1","9","0","9"
"S1997021","16-DEC-97","TUPOLEV TU-154B
","TAJIK AIR","NR. SHARJAH, AE","8","1","9","77","0","77"
"S1997023","17-DEC-97","YAKOVLEV YAK-42
","LVOV AVIATION ENTERPRISES","MT. PENTE PIRGI, 70KM SW OF  THESSALONIKI, GR","8","0","8","66","0","66"
"S1997024","29-OCT-97","YAKOVLEV YAK-40
","ARIANA AFGHAN AIRLINES","JALALABAD AP.,  JALALABAD, AF","1","0","6","1","0","20"
"S1997034","08-NOV-97","CESSNA 208B 
GRAND CARAVAN","HAGELAND AVIATION SERVICES INC.","NR. BARROW,  ALASKA, US","1","0","1","7","0","7"
"S1997035","10-APR-97","CESSNA 208B 
GRAND CARAVAN","HAGELAND AVIATION SERVICES INC.","CHUKCHI SEA, 8KM NW OF  WAINWRIGHT,  ALASKA, US","1","0","1","4","0","4"
"S1997036","08-OCT-97","CESSNA 208B 
GRAND CARAVAN","SCENIC AIRLINES INC.","UNCOMPAHGRE PLATEAU, 38KM SW OF  MONTROSE,  COLORADO, US","1","0","1","8","0","8"
"S1997052","21-DEC-97","BEECH A100 KING AIR
","AVIATION CHARTER INC.","MUNICIPAL AP.,  COLORADO SPRINGS,  COLORADO, US","1","0","1","1","1","2"
"S1997075","09-OCT-97","BEECH 200 KING AIR
","NAYSA AEROTAXIS","KEBUJEH, NR. BANJUL, GM","2","0","2","6","1","7"
"S1997082","29-AUG-97","PILATUS PC6B2 
TURBO PORTER","SATENA","NR. PUERTO INIRIDA, CO","2","0","2","7","0","7"
"S1998009","26-MAY-98","HARBIN Y-12-II
","MONGOLIAN AIRLINES","NR. ERDENET, MN","2","0","2","26","0","26"
"S1998015","29-AUG-98","TUPOLEV TU-154M
","CUBANA","MARISCAL SUCRE AP.,  QUITO, EC","14","0","14","58","10","76"
"S1998016","29-SEP-98","ANTONOV AN-24RV
","LIONAIR","GULF OF  MANNAR, NR. JAFFNA, LK","6","0","6","49","0","49"
"S19980203","07-DEC-98","PBN BN-2A 
ISLANDER","AIR SATELLITE","ST. LAWRENCE RIVER, NR. BAIE COMEAU,  QUEBEC, CA","1","1","2","6","2","8"
"S1998035","02-SEP-98","ANTONOV AN-26
","PERMTRANSAVIA-PM","90KM NE OF  LUANDA, AO","4","0","4","20","0","20"
"S1998075","26-JUN-98","BEECH 200 KING AIR
","FEDERAL AVIATION","NR. ABIDJAN, CI","2","0","2","5","0","5"
"S1998083","06-NOV-98","BEECH 200 KING AIR
","TAWAKEL AIRLINES","NR. NAIROBI, KE","1","0","1","2","0","2"
"S1999002","24-FEB-99","TUPOLEV TU-154M
","CHINA SOUTHWEST AIRLINES","RUIAN, NR. WENZHOU, CN","11","0","11","50","0","50"
"S1999014","26-AUG-99","YAKOVLEV YAK-40
","UZBEKISTAN AIRWAYS","TURTKUL AP.,  TURTKUL, UZ","0","0","4","2","0","29"
"S1999019","07-DEC-99","LET 410UVP TURBOLET
","ASIAN SPIRIT","NR. BAYOMBANG, PH","2","0","2","15","0","15"
"S1999020","25-DEC-99","YAKOVLEV YAK-42
","CUBANA","MT SAN LUIS, NR. VALENCIA, VE","6","0","6","16","0","16"
"S19990207","16-JAN-99","PBN BN-2A 
ISLANDER","UZU AIR PTY","COCONUT ISLAND,  QUEENSLAND, AU","1","0","1","2","1","3"
"S19990208","03-FEB-99","PBN BN-2A 
ISLANDER","AIRLINK","30KM SW OF  HOSKINS, PG","1","0","1","10","0","10"
"S1999029","20-JUL-99","CESSNA 208B 
GRAND CARAVAN","LA COSTENA SA","CERRO SILVA, 50KM W OF  BLUEFIELDS, NI","2","0","2","14","0","14"
"S1999041","17-JAN-99","CESSNA 208 
CARAVAN","NECON AIR","JUMLA, NP","1","1","2","3","5","10"
"S1999059","25-JUN-99","BEECH C90 KING AIR
","AEROCENTER INC","NR. MUNSON,  FLORIDA, US","1","0","1","1","0","1"
"S2000001","15-JAN-00","LET 410UVP TURBOLET
","TACSA- TAXI AERO CENTROAMERICANO","PAVAS DISTRICT,  SAN JOSE, CR","1","2","3","4","11","15"
"S2000002","09-MAR-00","YAKOVLEV YAK-40D
","VOLOGDA AIR ENTERPRISE","SHEREMETYEVO AP.,  MOSCOW, RU","5","0","5","4","0","4"
"S2000005","19-APR-00","ANTONOV AN-8
","CENTRAFRICAN AIRLINES","PEPA, CD","4","0","4","20","0","20"
"S2000007","25-MAR-00","ANTONOV AN-32
","URALEX","HUAMBO AP.,  HUAMBO, AO","0","0","4","3","0","29"
"S2000009","22-JUN-00","XIAN YUN-7-100
","WUHAN AIR LINES","SITAI, NR. WUHAN, CN","4","0","4","38","0","38"
"S2000015","19-OCT-00","HARBIN Y-12-II
","LAO AVIATION","NR. XAM NEUA, LA","0","0","2","8","0","15"
"S2000018","31-OCT-00","ANTONOV AN-26
","AIR ANCARGO","NR. SAURIMO, AO","5","0","5","39","0","39"
"S20000195","15-NOV-00","ANTONOV AN-24RV
","ASA PESADA","LUANDA, AO","5","0","5","52","0","52"
"S2000027","26-AUG-00","CESSNA 208B 
GRAND CARAVAN","SANSA","VOLCAN ARENAL, NR. LAGUNAS, CR","2","0","2","8","0","8"
"S2000034","19-APR-00","CESSNA 208B 
GRAND CARAVAN","GALLOVENTS TEN (PTY) LTD","KAHUZI-BIEGA NATIONAL PARK, NR. BUKAVU, CD","1","0","1","3","0","3"
"S2000048","18-SEP-00","PIPER PA-31 T1040
","CAPE SMYTHE AIR SERVICE","NR. NUIQSUT,  ALASKA, US","1","0","1","4","5","9"
"S2000058","21-MAR-00","BEECH C90A KING AIR
","TEPE HAVA CILIK","NR. BURSA, TR","0","1","1","1","2","4"
"S2000069","04-SEP-00","BEECH 200 KING AIR
","CENTRAL AIR PTY LTD.","WERNADINGA STATION, 65KM ESE OF  BURKETOWN,  QUEENSLAND, AU","1","0","1","7","0","7"
"S2000089","12-AUG-00","ANTONOV AN-26
","SUCCES AIRLINES","63KM NW OF  TSHIKAPA, CD","6","0","6","21","0","21"
